query,poi_name,wikipedia-link,answer
What is the name of the brown building on the left? ,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,That's the Anderson Insurance Tower.
How many offices are in the Anderson Insurance Tower?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,numerous 
What is the name of the well-lit building across from the Anderson?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,Sony Center
Is there a food area here,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,"There is no restaurant, it is a museum."
Can you rent this place for private events?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,A1. There are various cafes and restaurants near to Sanssouci Park although nothing in the Palace.  A2. Sanssoci Palace Kitchen and the Historic Windmill in Sanssouci Park are both available to hire for functions. 
What hours is the museum open to the public?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,The museum is open from 10 AM to 5:30 PM every day except Monday.
What is the entry fee for the museum? ,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,Free
Q5: Is the water fountain children safe? A5: No it is pretty deep,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,No it is not.
Why are the police there?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,The train is not working.
What is the building behind the train?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,The building behind the train is an industrial building.
what is the building to left of the bus?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,The building to the left of the bus is an corporate building.
Where does that streetcar go?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,polizei
Why is the police blocking the train route?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,The police is driving behind the tram and not blocking its route since its driving on the right side.
Is this the court house?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,No
What is this? ,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,Pergamom Museum 
what kind of things can be found inside?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"Antiques, Middle East art, and Islamic art."
Were all three wings of the building (the two columned wings and the building in the rear) all built at the same time?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"No, the completion took twenty years 1910-1930"
How much does it cost to get in the Museum?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,12 euros
"Hey what building is that? (Response) Oh, ok.  Can we go inside? (Resoponse) Oh, ok.  Cool.",German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,That building is the German Parliament. 
How many stairs to enter the building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,no
What is the purpose of the large glass dome in the rear of the building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"there is no purpose for it, that is just the design of the building."
Is the building kid friendly?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,The German Parliament has art programs for kids.
Do they conduct tours at The German Parliament? If so how much?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,Tours are $30
Why are elephants significant in China? ,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Elephants are important in China because in Chinese Buddhism, they represent mental strength and composure."
What's the significance of the elephants?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,Chinese Buddhism uses them to represent mental strength and composure.
Does the surrounding area have other structures built with Chinese influence?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The visitor's pavilion is inspired by the original Chinese pavilion.
What year was it built?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,1844
What is the roof tile made of?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,They are green glazed tiles.
what is the history behind the building in front of me? What was it's purpose?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,The US National Security Agency (NSA) built this tower in Germany as a listening device in the Cold War.
What is in the dome?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,The inside of the dome is filled with varies of street arts created by local artists.
Is it possible to see inside the dome?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,no it is not
Is there a park here?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Yes there is a park in the near by area. 
What do they plan to do with this in the future?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Original research
When was this made?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The Berlin Zoo opened in 1844. 
What kind of exhibits does the zoo have?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Q1: When was this made? A1: The Berlin Zoo opened in 1844.  Q2: What kind of exhibits does the zoo have A2: Penguin World, Elephant House, Hippo House, World of Birds, Aquarium Berlin, Panda Garden, Antelope House, Carnivore House"
Do they have endangered animals here?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Yes, the Berlin zoo has a number of endangered animals and supports a species conservation program to reintroduce animals to the wild."
Which endangered animals do they have?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"They mention all of the following: Asian black bear, red kangaroo, California sea lion, jaguar, mouse lemur, Senegal bushbaby, rusty-spotted cat, kinkajou, night monkey, sable antelope, Kafue Lechwe antelope, potto, white-headed marmoset, black howler, West African sitatunga, warthog, Asian elephant, Andean condor, Goeldi's marmoset, squirrel monkey, Hamadryas baboon, western lowland gorilla, bonobo, chimpanzee, Sumatran orang utan, giant anteater, hyacinthine macaw, African wild dog, hunting dog, sand cat, Persian leopard, Indochinese tiger, sloth bear, polar bear, meerkat, sun bear. Grévy's zebra, Przewalski's horse (reintroduced into the wild in Mongolia), reticulated giraffe, Bornean bearded pig, Java banteng, king penguin, southern rockhopper penguin, African penguin, Humboldt penguin, black howler, pileated gibbon, western lowland gorilla, bonobo, Sumatran orang utan, giant anteater, African wild dog (hunting dog), sand car, rusty-spotted cat, Persian leopard, polar bear, meerkat, sun bear, Grévy's zebra, Przewalski's horse, Baird's tapir, Indian rhinoceros, black rhinoceros, babirusa, pygmy hippo, bali myna, gila monster."
How big is the zoo?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The zoo covers 86.5 acres.
What are the names of the people in the photo?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,Soviet leader Leonid Brezhnev and East Germany President Erich Honecker 
What do the words say on the bottom of the photo?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,My God help me survive this deadly love.
What does the plaque in the bottom right of the photo say?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,I have searched and the answer cannot be found. 
Is this part of the original wall that separated East & West Berlin?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,"Yes, this is part of the original wall."
When was this wall built?,Berlin Wall,https://en.wikipedia.org/wiki/Berlin_Wall,1986
How old is that tall structure in the middle?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,233′
What street am I on?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"You are on Breitscheidplatz, in Berlin, Germany."
How old is the hexagon building?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"The hexagonal bell tower was completed and the bells consecrated in July 1961, making it 57 years old in the summer of 2018. All of the modern additions were completed by December 1963."
Are there guided tours available?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Free thirty minute tours are available to explore the history of the building as both a Protestant church and an anti-war memorial.
How many people attend each week?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,About 100 people average per week
Is this an Indian temple?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,No
What is the temple used for?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"It is not a temple, it is a zoo that has animals and an aquarium"
How many animals does the zoo house?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden," It houses over 20,200 animals, the zoo presents one of the most comprehensive collection of species in the world."
Can you book the zoo for private events?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,Yes.
What is the cost of entry?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"15,50 euros for the zoo and 21 euros with the aquarium"
How do I make ferry reservations? ,Spree River,https://en.wikipedia.org/wiki/Spree,You may approach a Kiosk near the Spree river in Berlin as ferries tend to take off every few minutes.
What is the cost for the ferry trip?,Spree River,https://en.wikipedia.org/wiki/Spree,"Return is EUR 4,00."
Is there a restaurant in this building?,Spree River,https://en.wikipedia.org/wiki/Spree,"It says, 'My God, Help Me to Survive This Deadly Love'"
How long does the ferry trip take?,Spree River,https://en.wikipedia.org/wiki/Spree,The boat cruise on the Spree River takes about one and a half hours.
Is there a walking path near the Spree river?,Spree River,https://en.wikipedia.org/wiki/Spree,Yes on the east and west bank.
What are the hours of visitation?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,Daily from 8.00 to 24.00 hrs
Can you book a private event here?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,No private event information is on the website.
Is this privately owned?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,No
Is the dome always lit up?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"No, only during the day."
What is this building called?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,Reichstag Building
How many visitors visit this location each day? ,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"This is not determined in the information that I read, but on numerous articles, it says that over a million people visit the gate each year."
When was this monument built?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,In 21BC
What is on top of the arch?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,It is a quadriga -- a chariot drawn by four horses.
What is the meaning behind this monument?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The Brandenburg Gate is a military monument that has come to symbolize peace and unity.
What are the buildings on both sides of the tall arches? ,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,That is a pert of the Brandenburg Gate. 
What historic events have taken place here?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Historic
how was the place?  good and nice,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,"the Genarmenmarkt is a square that contains a concert hall, a French, and a German church."
Is the place used as a performance building? ,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Yes
Is this a popular tourist attraction?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,yes it is
How much does it cost to visit?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,The price to visit varies depending the day.  Weekends are more expensive.  Rates are posted outside the historic building.
What is inside that building?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,Exotic and tropical plants
Who is the architect of that building?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,The architect was Adolf Engler.
Do they have a corpse flower?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,I do not know if they have a corpse flower.
Are assistance dogs allowed inside?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,They allow registered disability assistance dogs only.
can you tell me the hours of operation? ,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,9am to 8pm
Who is the man in the photo?,Checkpoint Charlie,https://en.wikipedia.org/wiki/Checkpoint_Charlie,He is a Soviet soldier.
